Date,SPTR Index,AAPL,ABBV,ADM,AMT,AMZN,APO,AVGO,BAC,BAH,BRK/B,CBT,CMCSA,COLM,COP,CRM,CRSP,CVX,DD,DEO,DHI,DIS,DXCM,ELF,ELV,EW,FIDU,FDX,FTNT,GEV,GLD,GLW,GOOG,HCA,HEI/A,HES,HII,INTC,JPM,KBH,KO,LKQ,LLY,LMT,LULU,LYB,MSFT,NCLH,NEE,NOC,NVDA,OKE,PENN,PSX,PTON,PYPL,RDDT,RUM,SEDG,SHEL,SHOP,SMIN,SNVXX,XYZ,SQM,STZ,SWK,TLRY,TMUS,TSLA,TTWO,TWLO,ULTA,UNH,V,VALE,VFH,VOO,VRTX,WMT,WTRG,ZTS
2025-05-16,13145.882,211.26,184.02,50.13,213.38,205.59,143.84,228.61,44.69,128.81,514.31,76.59,33.239,66.7,92.43,291.15,38.77,142.1,28.993,115.05,125.75,113.42,85.48,79.3,403.29,78.0,75.38,229.51,104.59,428.06,294.24,48.22,167.43,387.52,220.5,134.93,230.05,21.66,267.56,55.05,72.0,42.56,757.39,468.32,321.44,59.77,454.27,19.27,75.0,473.17,135.4,85.67,16.01,125.73,6.34,72.18,113.23,10.47,22.02,66.62,110.75,73.4,1,57.66,34.83,195.62,71.46,4.95,242.66,349.98,226.74,116.34,412.99,291.91,365.12,9.8,124.69,546.26,438.65,98.24,38.86,163.04
2025-05-19,13159.309,208.78,185.71,50.01,215.13,206.16,142.61,230.63,44.77,129.3,512.39,75.7,33.201,65.65,90.41,287.63,38.68,138.49,28.826,114.24,124.93,112.66,86.96,79.57,403.81,78.04,75.62,226.12,104.75,446.6,298.03,48.13,167.87,386.89,222.3,132.79,229.35,21.38,264.88,53.96,71.93,42.32,755.11,473.06,323.7,59.18,458.87,18.91,73.86,471.12,135.57,84.73,15.45,122.18,6.29,72.32,107.99,9.99,20.76,66.67,109.1,74.32,1,58.33,34.57,192.91,70.62,4.531,244.25,342.09,234.66,116.15,410.09,315.89,367.9,9.83,124.7,546.82,440.66,98.12,39.15,163.94
2025-05-20,13108.518,206.86,184.85,50.16,215.4,204.07,139.29,231.68,44.69,129.69,508.74,75.41,33.342,66.4,89.69,288.06,39.25,137.27,28.834,114.29,122.68,112.36,87.34,81.51,412.49,77.83,75.36,221.14,104.79,450.04,303.58,47.98,165.32,386.05,219.21,132.05,228.02,21.27,265.68,53.21,71.69,41.59,747.01,475.82,327.17,58.52,458.17,18.17,74.41,476.6,134.38,83.71,15.2,120.9,6.72,72.61,105.64,9.67,20.65,66.62,106.43,73.11,1,57.34,34.23,189.37,70.54,4.529,241.21,343.82,237.5,117.56,414.4,321.58,366.84,9.78,124.03,544.88,447.18,97.8,39.31,163.65
2025-05-21,12897.425,202.09,181.8,48.3,213.73,201.12,130.68,229.73,43.25,128.42,507.03,73.37,32.883,64.75,87.15,282.28,36.99,135.56,28.403,113.94,119.58,110.46,84.89,79.06,400.12,76.1,73.97,216.81,102.84,453.03,305.82,48.18,170.06,381.81,212.55,130.16,223.38,20.69,261.04,51.38,71.85,40.38,724.95,470.28,317.56,56.55,452.57,17.22,71.54,473.9,131.8,81.83,14.2,111.78,6.46,71.65,95.85,9.15,19.84,66.36,102.32,72.99,1,55.44,33.5,185.7,66.48,4.329,240.76,334.62,226.76,114.55,404.75,302.98,358.3,9.65,121.17,535.77,435.32,96.43,38.89,161.44
2025-05-22,12891.952,201.36,182.54,47.96,210.27,203.1,130.81,230.53,43.31,129.13,503.57,74.05,32.405,64.92,86.13,283.42,37.53,135.29,28.445,110.86,118.9,111.13,84.83,82.78,384.51,74.79,73.88,218.81,103.62,458.82,303.11,48.55,171.98,376.64,210.68,130.02,224.49,20.55,260.67,51.23,71.14,40.51,715.2,470.45,320.46,56.33,454.86,17.44,66.94,472.88,132.83,81.37,14.66,112.98,7.21,71.45,98.32,9.24,14.945,65.95,103.29,72.59,1,58.35,33.3,184.76,66.34,4.47,240.82,341.04,226.01,115.88,410.39,296.67,357.97,9.58,121.16,536.02,434.03,95.93,38.56,161.97
2025-05-23,12806.236,195.27,183.26,47.94,211.86,200.99,130.87,228.72,43.2,107.79,503.46,73.99,32.339,63.8,85.19,273.13,36.86,136.54,28.295,109.2,118.65,109.72,84.51,83.93,372.27,74.99,73.66,216.61,103.16,464.39,309.75,48.36,169.59,376.59,211.46,131.36,224.74,20.05,260.71,51.24,71.77,40.19,713.71,468.88,310.76,56.13,450.18,17.32,67.76,471.46,131.29,81.14,15.08,113.13,7.57,69.85,100.76,9.16,16.705,66.3,101.51,73.89,1,58.74,32.98,184.42,65.52,4.424,242.88,339.34,224.99,113.49,407.04,295.57,353.54,9.6,120.77,532.4,436.0,96.34,38.86,162.58
2025-05-26,12806.236,195.27,183.26,47.94,211.86,200.99,130.87,228.72,43.2,107.79,503.46,73.99,32.339,63.8,85.19,273.13,36.86,136.54,28.295,109.2,118.65,109.72,84.51,83.93,372.27,74.99,73.66,216.61,103.16,464.39,309.75,48.36,169.59,376.59,211.46,131.36,224.74,20.05,260.71,51.24,71.77,40.19,713.71,468.88,310.76,56.13,450.18,17.32,67.76,471.46,131.29,81.14,15.08,113.13,7.57,69.85,100.76,9.16,16.705,66.3,101.51,73.89,1,58.74,32.98,184.42,65.52,4.424,242.88,339.34,224.99,113.49,407.04,295.57,353.54,9.6,120.77,532.4,436.0,96.34,38.86,162.58
2025-05-27,13069.33,200.21,185.72,48.63,213.7,206.02,133.17,235.65,44.22,109.81,509.16,76.22,32.742,66.17,85.55,277.19,37.57,137.83,28.972,109.95,121.48,112.36,85.33,91.72,375.98,76.22,75.09,219.76,104.74,471.51,304.5,49.92,173.98,378.81,216.23,132.58,227.84,20.55,265.29,53.29,71.78,40.84,725.22,476.85,321.2,57.97,460.69,18.09,68.04,475.47,135.5,81.74,15.38,114.33,7.57,71.48,104.62,9.52,17.22,66.69,106.74,74.25,1,62.15,32.71,185.91,67.23,4.433,243.36,362.89,226.27,116.95,421.31,295.0,359.3,9.54,123.05,543.34,446.0,97.58,38.83,166.26
2025-05-28,12996.665,200.42,183.09,48.35,212.46,204.72,131.51,239.43,44.06,104.66,503.11,74.38,32.443,65.07,84.58,276.03,37.225,136.02,28.479,108.08,117.39,111.52,86.98,90.5,377.95,76.66,74.64,217.15,104.51,485.01,303.81,49.45,173.38,378.44,233.02,131.07,225.6,20.37,263.49,51.43,71.15,40.23,719.39,469.98,315.745,57.07,457.36,17.54,67.21,475.32,134.81,80.59,15.17,112.77,7.17,71.44,105.43,9.4,16.92,66.04,107.11,74.2,1,61.81,31.33,178.73,66.14,4.497,241.51,356.9,228.33,117.88,417.01,298.11,359.73,9.37,122.11,540.24,445.1,97.24,38.12,165.4
2025-05-29,13049.008,199.95,185.62,48.37,213.71,205.7,131.7,241.97,44.24,105.72,506.18,75.14,32.115,64.51,85.6,266.92,36.78,137.91,28.851,109.65,118.27,112.02,84.86,111.84,380.53,77.73,74.67,220.26,102.04,471.17,305.61,49.96,172.96,378.65,237.04,133.62,223.68,20.25,264.37,51.78,71.49,40.28,722.57,473.69,317.09,57.61,458.68,17.6,68.99,479.39,139.19,80.68,15.11,114.68,7.14,70.93,109.03,9.08,16.6,66.44,107.7,74.72,1,62.16,31.46,179.71,66.53,4.646,239.3,358.43,225.39,117.23,421.79,298.17,362.4,9.44,122.73,542.32,447.09,97.1,38.41,167.14
2025-05-30,13049.127,200.85,186.11,48.27,214.65,205.01,130.69,242.07,44.13,106.25,503.96,74.69,32.386,63.78,85.35,265.37,36.29,136.7,27.939,109.02,118.06,113.04,85.8,112.49,383.84,78.22,74.7,218.1,101.78,472.98,303.6,49.59,172.85,381.39,235.84,132.19,223.06,19.55,264.0,51.58,72.1,40.47,737.67,482.38,316.67,56.49,460.36,17.65,70.64,484.77,135.13,80.84,14.83,113.48,7.1,70.28,112.35,9.01,17.86,66.22,107.22,74.64,1,61.75,30.43,178.29,65.43,4.257,242.2,346.46,226.28,117.7,471.46,301.91,365.19,9.13,122.88,541.76,442.05,98.72,38.53,168.63
2025-06-02,13104.244,201.7,186.99,48.1,214.11,206.65,130.52,248.71,44.08,103.31,502.81,74.03,32.161,61.27,86.72,261.62,36.95,137.84,27.638,108.67,116.89,112.95,85.51,113.77,377.05,78.1,74.51,217.89,102.47,485.16,311.67,50.04,170.37,382.16,236.11,133.75,222.8,19.74,264.66,50.99,72.0,40.11,747.12,478.82,322.95,54.44,461.97,17.67,70.15,483.38,137.38,82.51,14.78,114.28,6.6,70.93,112.11,8.77,17.1,67.45,106.54,75.2,1,61.76,30.03,174.17,63.95,4.071,243.06,342.69,227.6,119.6,475.675,304.72,365.32,9.27,123.0,544.91,445.43,99.77,38.55,169.42
2025-06-03,13180.445,203.27,187.25,47.28,213.39,205.71,131.1,256.85,44.65,104.92,497.83,75.28,32.471,61.79,87.91,264.47,38.04,139.55,28.207,107.59,118.35,113.6,86.79,114.78,378.96,77.72,75.36,219.78,102.88,492.97,308.91,50.78,167.71,383.06,234.21,135.96,227.96,20.29,266.27,51.79,71.16,40.37,750.78,480.17,334.91,55.7,462.97,18.28,70.95,488.22,141.22,83.24,15.39,115.97,6.66,71.33,110.86,8.82,18.11,67.83,105.11,74.52,1,63.51,30.82,176.67,64.31,4.004,243.88,344.27,229.65,117.48,473.11,301.22,365.86,9.31,123.51,548.0,446.48,99.98,38.45,170.3
2025-06-04,13181.974,202.82,187.34,47.24,214.36,207.23,130.3,261.08,44.36,102.51,491.0,75.11,32.265,61.55,85.95,263.17,38.05,137.37,28.42,110.82,123.53,113.49,85.61,117.24,380.07,77.85,75.4,218.89,101.62,488.13,310.9,50.76,169.39,381.66,234.85,133.45,224.79,20.25,264.22,53.03,71.37,39.92,765.84,482.21,335.19,56.01,463.87,18.4,69.88,491.29,141.92,80.52,15.42,112.48,7.47,72.8,118.21,8.85,17.47,67.27,103.58,74.44,1,63.86,32.02,176.97,65.62,4.091,241.96,332.05,229.18,119.87,465.64,300.38,368.0,9.35,122.77,547.65,445.85,99.35,37.32,168.59
2025-06-05,13113.475,200.63,187.47,46.98,216.22,207.91,130.28,259.93,44.38,102.14,488.74,74.95,32.058,61.3,85.35,267.14,38.57,136.9,28.194,105.2,122.74,112.53,85.74,115.8,384.65,77.77,75.31,216.73,103.5,484.31,309.33,50.86,169.81,381.5,236.39,133.05,224.78,19.99,261.95,52.95,70.91,38.97,765.68,478.03,330.78,55.6,467.68,19.35,71.5,488.12,139.99,81.19,15.68,112.23,6.94,72.47,112.24,8.87,17.74,67.53,105.03,74.92,1,63.6,32.3,170.6,65.45,3.882,244.9,284.7,231.03,120.8,467.04,295.84,366.77,9.5,122.47,545.09,443.82,97.96,37.66,168.61
2025-06-06,13249.813,203.92,189.83,47.42,212.54,213.57,133.45,246.93,44.97,103.25,493.53,75.06,32.508,61.78,87.22,274.51,41.86,140.21,28.495,105.13,120.74,113.9,86.67,117.66,393.36,77.52,76.04,219.61,104.94,485.0,305.18,50.71,174.92,384.34,237.24,136.13,226.49,20.06,265.73,51.62,71.35,39.09,769.88,481.69,265.27,56.54,470.38,19.56,72.16,489.41,141.72,81.72,15.59,114.29,7.3,73.43,121.29,9.21,18.19,68.02,111.41,75.8,1,64.99,32.76,171.93,66.14,4.056,245.86,295.14,232.72,121.73,465.64,303.22,370.22,9.49,124.19,550.66,450.5,97.47,37.65,170.16
2025-06-09,13263.132,201.45,189.16,47.9,212.83,216.98,133.51,244.28,44.87,101.9,493.33,76.62,32.414,62.25,88.04,272.25,42.09,140.76,28.684,107.27,122.65,115.66,85.68,116.51,389.61,76.36,76.03,222.18,102.08,480.0,306.62,50.89,177.63,373.01,238.12,136.63,228.07,20.48,266.74,52.95,71.77,39.28,773.71,480.83,259.04,58.48,472.75,19.59,71.9,491.36,142.63,81.12,16.48,116.1,7.65,73.55,117.53,9.36,18.72,68.26,107.8,76.57,1,65.84,33.54,171.13,67.21,4.1,237.95,308.58,233.5,121.42,468.32,303.19,366.66,9.58,123.61,551.25,446.15,97.45,37.89,164.61
2025-06-10,13336.289,202.67,189.5,48.74,214.61,217.61,135.62,244.63,45.09,100.65,491.13,78.16,33.37,64.04,91.18,268.22,42.94,143.35,29.34,107.68,126.94,118.73,84.82,117.96,383.92,75.8,75.73,227.96,101.63,465.31,306.71,50.61,180.01,364.92,234.19,138.66,223.3,22.08,268.6,54.74,72.35,39.76,807.19,476.9,258.5,60.58,470.92,19.74,72.81,488.8,143.96,81.72,16.81,118.7,7.63,74.76,117.09,9.15,20.93,70.05,110.26,76.65,1,64.48,34.08,171.55,69.17,4.197,236.98,326.09,234.91,119.13,462.21,303.79,370.7,9.66,123.72,554.39,451.52,97.32,38.26,167.1
2025-06-11,13299.872,198.78,191.5,48.67,214.36,213.2,138.03,252.91,44.73,100.65,488.14,77.7,32.958,62.98,93.35,265.91,41.52,144.78,29.027,106.67,124.81,119.52,82.99,124.52,380.93,75.47,75.76,224.0,102.02,483.47,308.37,50.45,178.79,367.59,235.32,140.58,226.15,20.68,268.15,53.42,72.07,39.38,808.61,456.6,252.28,61.12,472.62,19.08,73.0,488.46,142.83,82.9,16.82,120.95,7.38,74.61,115.03,9.01,20.83,71.02,114.13,76.86,1,64.06,34.0,169.04,68.13,4.258,230.94,326.43,234.74,118.19,456.97,310.56,373.31,9.61,123.59,552.86,452.44,95.8,38.1,166.33
2025-06-12,13350.848,199.2,192.42,49.66,217.7,213.24,138.11,256.07,44.62,102.1,490.34,76.23,33.042,62.37,94.69,266.91,41.28,144.97,28.625,107.31,126.24,118.61,82.85,128.54,386.22,75.89,75.659,225.0,101.66,487.67,312.2,50.82,176.97,371.67,237.54,141.14,229.12,20.77,268.24,53.77,72.24,39.04,812.03,469.27,247.03,60.13,478.87,18.72,73.84,497.13,145.0,82.65,16.48,121.52,7.32,74.81,116.2,8.8,21.02,71.44,109.21,75.66,1,63.85,33.35,169.81,67.42,4.163,228.7,319.11,234.46,115.8,462.43,318.5,371.4,9.54,123.56,554.95,460.06,94.83,38.36,168.82
2025-06-13,13202.257,196.45,191.08,52.0,214.8,212.1,132.11,248.7,44.09,103.3,487.54,74.72,32.799,59.62,96.96,258.4,41.36,145.91,27.968,105.29,123.08,117.94,81.99,125.26,384.55,75.15,74.88,224.38,100.83,478.45,316.29,49.6,175.88,371.18,238.79,142.26,232.73,20.14,264.95,52.44,71.02,38.12,819.36,486.45,239.11,60.1,474.96,17.78,74.78,516.72,141.97,83.75,15.61,122.15,6.96,70.83,118.18,8.65,23.3,72.54,105.34,74.69,1,61.57,32.78,164.88,65.26,4.04,228.0,325.31,230.23,113.39,459.17,313.53,352.85,9.46,120.97,548.77,455.45,94.44,38.05,164.33
2025-06-16,13328.429,198.42,190.86,54.16,214.98,216.1,134.1,252.1,44.41,102.17,490.23,74.46,32.892,61.67,95.0,263.88,41.58,146.03,28.433,103.11,123.65,119.48,83.0,126.21,376.53,74.82,75.44,226.77,101.95,487.88,311.78,50.78,177.94,368.59,236.88,141.75,229.26,20.74,270.36,52.99,70.52,38.04,807.58,467.06,241.285,61.22,479.14,18.55,73.78,497.52,144.69,82.15,16.49,123.62,6.93,72.26,126.2,9.09,23.98,71.43,108.37,75.15,1,64.82,33.15,162.81,65.75,4.225,230.99,329.13,238.6,116.67,471.94,307.66,355.48,9.82,122.42,554.07,450.91,94.29,37.38,164.38
2025-06-17,13217.517,195.64,185.48,54.1,215.14,214.82,132.36,249.37,44.23,102.22,483.48,73.03,32.349,60.08,95.5,262.76,43.19,148.85,28.081,102.27,119.92,118.13,81.83,125.57,375.19,73.27,74.91,222.53,102.88,488.66,311.94,50.48,177.23,372.45,239.1,144.31,234.08,20.8,269.52,50.61,69.62,37.15,791.24,479.34,235.2,59.59,478.04,18.13,71.86,503.97,144.12,81.36,16.47,124.54,6.115,70.67,133.84,8.95,15.96,72.33,106.53,74.1,1,63.32,32.16,160.56,64.14,3.842,221.43,316.35,237.52,116.32,471.75,308.87,357.84,9.35,121.53,549.35,441.99,94.25,37.06,161.67
2025-06-18,13213.877,196.58,185.49,53.99,215.48,212.52,133.09,251.26,45.06,102.0,485.14,73.09,32.096,60.06,93.8,259.5,44.43,148.19,27.964,101.63,121.28,117.86,81.01,122.24,375.91,73.98,74.79,223.3,100.82,490.19,310.26,50.49,173.98,376.86,243.63,143.66,234.21,21.49,273.96,50.62,69.21,36.86,785.03,468.6,228.65,58.64,480.24,18.39,71.57,494.65,145.48,81.17,17.28,124.82,6.22,68.57,141.16,8.85,16.98,72.0,105.97,74.2,1,63.09,33.11,160.0,64.59,3.833,220.99,322.05,238.5,116.68,473.46,307.2,340.38,9.3,121.76,549.24,448.4,95.09,37.39,155.06
2025-06-19,13213.877,196.58,185.49,53.99,215.48,212.52,133.09,251.26,45.06,102.0,485.14,73.09,32.096,60.06,93.8,259.5,44.43,148.19,27.964,101.63,121.28,117.86,81.01,122.24,375.91,73.98,74.79,223.3,100.82,490.19,310.26,50.49,173.98,376.86,243.63,143.66,234.21,21.49,273.96,50.62,69.21,36.86,785.03,468.6,228.65,58.64,480.24,18.39,71.57,494.65,145.48,81.17,17.28,124.82,6.22,68.57,141.16,8.85,16.98,72.0,105.97,74.2,1,63.09,33.11,160.0,64.59,3.833,220.99,322.05,238.5,116.68,473.46,307.2,340.38,9.3,121.76,549.24,448.4,95.09,37.39,155.06
2025-06-20,13185.844,201.0,185.3,53.61,217.48,209.69,134.52,249.99,45.5,99.97,484.85,73.19,32.349,60.39,94.69,260.63,44.25,149.55,27.68,100.72,124.2,117.63,80.0,119.85,374.52,73.83,74.53,226.04,99.85,486.96,310.13,50.42,167.73,377.5,248.8,144.46,234.54,21.08,275.0,51.75,68.84,37.13,762.73,470.56,227.47,58.34,477.4,18.86,71.53,497.7,143.85,82.37,17.05,124.78,6.18,70.05,139.15,8.54,16.52,72.4,106.4,73.25,1,63.59,32.08,162.4,64.55,3.6,221.52,322.16,238.37,116.5,473.85,302.01,338.57,9.06,122.15,547.72,440.87,96.12,37.34,157.17
2025-06-23,13312.753,201.5,183.76,52.82,221.63,208.47,134.03,253.77,46.3,100.69,487.77,74.57,32.405,60.27,91.71,263.41,45.55,146.86,28.023,100.3,128.66,117.75,79.84,123.11,372.42,75.32,75.58,229.23,103.15,499.88,311.08,51.8,166.01,378.72,252.3,141.52,237.1,21.19,278.27,53.32,69.74,37.36,770.64,472.46,225.56,57.34,486.0,18.6,70.73,499.67,144.17,79.85,17.11,121.03,6.37,72.01,134.14,8.26,16.06,70.84,109.98,74.21,1,63.62,32.91,163.3,65.66,3.605,226.98,348.68,241.59,117.76,471.56,300.68,343.75,9.18,123.66,553.36,443.54,97.87,38.01,157.34
2025-06-24,13461.103,200.3,185.55,52.93,223.91,212.77,139.91,263.77,46.66,100.16,493.48,75.51,32.986,60.9,89.39,271.17,46.78,143.55,28.529,101.2,129.63,118.65,87.57,121.87,376.42,75.85,76.38,229.51,104.42,510.84,306.19,51.42,167.74,379.02,249.36,138.6,231.63,22.55,281.26,53.08,70.21,37.65,778.08,460.2,232.93,58.33,490.11,19.4,71.4,484.0,147.9,80.56,17.49,119.46,6.59,73.58,140.79,8.66,18.93,70.14,114.42,75.085,1,65.34,33.95,164.49,66.36,3.818,229.82,340.47,243.05,121.62,464.49,305.62,351.63,9.21,125.47,559.44,450.27,98.0,37.86,157.77
2025-06-25,13461.166,201.56,185.39,52.3,220.22,211.99,137.73,264.65,46.85,101.34,486.21,75.08,32.639,60.21,89.0,267.76,47.66,143.23,28.437,99.86,127.29,119.42,84.68,125.41,373.86,76.97,75.71,222.0,103.69,502.67,307.12,51.39,171.49,374.19,248.86,138.12,235.12,22.2,284.06,51.75,69.63,36.94,792.3,458.39,231.52,57.48,492.27,19.02,70.34,486.92,154.31,80.19,17.4,119.63,6.56,73.07,141.68,8.56,19.09,69.44,113.89,75.94,1,64.81,34.27,161.53,66.25,3.938,230.9,327.55,241.64,119.82,459.09,302.02,345.26,9.06,125.12,559.72,445.82,97.26,37.09,157.23
2025-06-26,13569.287,201.0,186.79,53.17,217.52,217.12,139.35,270.17,47.46,103.27,485.05,76.39,32.986,61.7,90.89,270.74,46.7,144.44,28.976,100.54,127.15,121.46,85.04,124.89,373.18,77.15,76.61,221.07,103.86,506.81,306.78,51.7,174.43,377.66,253.7,140.12,239.83,22.5,288.75,52.13,69.47,37.07,795.12,457.9,231.58,58.4,497.45,19.46,70.99,493.66,155.02,81.32,18.26,120.17,6.39,73.17,143.95,9.33,20.065,70.99,113.07,76.17,1,65.11,35.25,161.32,67.59,4.124,231.42,325.78,239.33,121.43,457.66,302.62,346.03,9.47,125.8,564.15,443.4,96.02,36.97,155.79
2025-06-27,13641.1,201.08,182.31,51.98,217.78,223.3,142.92,269.35,47.12,102.86,485.68,76.45,33.089,61.43,90.17,273.42,47.49,143.79,28.809,100.44,128.69,122.34,86.33,126.33,381.49,78.21,77.31,228.91,103.11,519.66,301.22,51.82,178.27,379.3,258.38,138.97,238.65,22.69,287.11,52.72,70.33,37.12,775.45,458.59,235.02,58.67,495.94,20.18,70.89,494.0,157.75,81.25,18.28,119.25,6.8,73.64,143.01,9.19,19.8,70.98,113.65,76.87,1,66.63,35.01,161.33,67.65,4.007,235.25,323.63,241.44,122.74,458.27,309.11,348.61,9.74,126.14,566.95,441.3,97.27,36.92,156.17
2025-06-30,13712.709,205.17,185.62,52.78,221.02,219.39,141.87,275.65,47.32,104.13,485.77,75.0,33.436,61.08,89.74,272.69,48.64,143.19,28.688,100.84,128.92,124.01,87.29,124.44,388.96,78.21,77.53,227.31,105.72,529.15,304.83,52.59,177.39,383.1,258.75,138.54,241.46,22.4,289.91,52.97,70.75,37.01,779.53,463.14,237.58,57.86,497.41,20.28,69.42,499.98,157.99,81.63,17.87,119.3,6.94,74.32,150.57,8.98,20.4,70.41,115.35,77.18,1,67.93,35.27,162.68,67.75,4.144,238.26,317.66,242.85,124.36,467.82,311.97,355.05,9.71,127.3,568.03,445.2,97.78,37.14,155.95
2025-07-01,13697.681,207.82,189.99,54.45,224.47,220.46,141.63,264.74,48.15,107.31,489.61,77.9,34.035,63.36,91.99,271.91,48.51,145.57,29.884,103.9,133.9,123.49,83.58,126.67,395.76,77.18,77.92,234.33,102.43,506.0,307.55,52.59,176.91,389.53,252.24,141.15,246.31,22.85,290.41,55.36,71.67,37.96,775.9,465.94,245.12,61.2,492.05,20.98,73.06,503.53,153.3,80.99,18.24,123.15,6.6,75.29,152.23,9.16,21.86,71.19,112.67,76.95,1,68.27,35.21,166.42,70.41,4.216,241.51,300.71,240.1,117.23,473.44,326.14,355.47,9.82,128.13,567.77,452.16,98.24,37.68,159.19
2025-07-02,13763.035,212.44,190.75,55.9,222.83,219.92,142.78,269.9,48.71,108.27,480.48,78.93,33.567,64.28,94.44,269.21,51.67,147.98,30.511,104.99,135.61,122.98,83.58,129.48,350.25,77.02,78.127,239.14,102.21,505.07,309.25,52.72,179.76,378.04,249.18,143.52,250.15,21.88,292.0,55.74,70.91,38.57,779.28,462.55,246.3,62.56,491.09,21.37,73.02,498.9,157.25,82.14,18.61,126.46,6.61,76.31,159.34,9.65,23.6,72.28,114.77,76.66,1,69.22,37.44,173.87,71.56,4.852,237.42,315.65,239.51,116.51,474.84,307.56,354.22,10.28,128.33,570.29,457.03,97.61,37.11,159.08
2025-07-03,13879.976,213.55,189.28,55.31,221.75,223.41,144.47,275.18,48.93,108.93,485.0,78.37,33.717,63.83,93.68,272.15,52.17,148.37,30.833,104.73,131.9,124.0,82.93,130.98,347.84,76.79,78.76,241.23,105.66,517.04,307.14,53.04,180.55,376.58,253.9,144.03,252.08,22.49,296.0,54.15,71.35,38.68,780.67,462.52,247.68,62.01,498.84,21.98,73.88,504.2,159.34,82.14,18.48,127.29,6.64,76.59,157.03,9.38,27.54,71.92,116.52,77.49,1,69.23,37.15,172.32,71.1,5.387,240.75,315.35,240.11,120.27,477.79,308.55,358.86,10.22,129.58,575.22,459.62,98.36,36.78,159.18
2025-07-04,13879.976,213.55,189.28,55.31,221.75,223.41,144.47,275.18,48.93,108.93,485.0,78.37,33.717,63.83,93.68,272.15,52.17,148.37,30.833,104.73,131.9,124.0,82.93,130.98,347.84,76.79,78.76,241.23,105.66,517.04,307.14,53.04,180.55,376.58,253.9,144.03,252.08,22.49,296.0,54.15,71.35,38.68,780.67,462.52,247.68,62.01,498.84,21.98,73.88,504.2,159.34,82.14,18.48,127.29,6.64,76.59,157.03,9.38,27.54,71.92,116.52,77.49,1,69.23,37.15,172.32,71.1,5.387,240.75,315.35,240.11,120.27,477.79,308.55,358.86,10.22,129.58,575.22,459.62,98.36,36.78,159.18
2025-07-07,13771.11,209.95,187.63,54.52,220.02,223.47,141.53,274.18,48.66,110.43,478.03,76.37,33.201,62.95,92.55,269.8,51.19,147.4,30.524,102.93,130.97,123.16,82.94,122.39,346.88,76.69,78.44,235.09,106.65,530.28,307.37,52.38,177.56,378.98,254.04,143.32,253.53,22.0,291.97,52.78,71.01,38.25,772.87,469.06,237.57,60.73,497.72,21.45,74.75,507.92,158.24,80.17,18.32,126.4,6.43,76.18,153.37,8.98,26.43,69.82,116.66,76.64,1,69.41,35.95,170.34,69.3,5.034,237.63,293.94,242.53,121.49,475.99,303.71,356.64,9.94,128.44,570.61,459.41,99.35,36.89,157.05
2025-07-08,13761.331,210.01,189.77,54.55,220.7,219.36,145.01,271.8,47.15,107.57,477.47,78.38,33.726,63.76,95.79,273.65,54.82,153.24,31.147,105.19,131.37,121.82,83.76,116.99,349.46,76.39,78.52,238.71,107.54,530.0,304.16,52.73,175.16,377.6,247.06,150.23,247.95,23.59,282.78,53.24,70.24,38.6,777.66,463.01,238.54,63.7,496.62,21.64,72.46,504.85,160.0,81.6,18.31,130.0,6.71,75.03,145.96,8.98,26.15,71.26,112.48,76.99,1,67.84,37.95,170.55,71.69,5.903,235.97,297.81,240.56,122.12,483.21,307.7,354.55,9.99,127.42,570.23,466.36,97.09,37.09,157.8
2025-07-09,13844.917,211.14,190.62,54.0,221.83,222.54,146.65,277.9,46.84,107.02,478.91,78.84,33.37,63.19,94.53,270.92,60.08,153.02,31.595,104.74,138.41,120.61,84.87,117.66,346.36,77.19,79.08,236.51,107.65,535.77,305.52,52.57,177.66,378.44,246.01,150.88,248.92,23.44,283.16,55.97,69.48,38.85,786.92,463.06,235.89,64.84,503.51,21.96,73.65,507.94,162.88,81.16,18.46,130.51,6.51,74.83,145.65,9.14,27.09,71.73,114.32,77.14,1,69.01,38.45,169.04,72.91,6.751,232.31,295.88,242.23,121.49,475.57,302.91,357.76,9.86,127.86,573.61,478.965,96.81,37.35,158.27
2025-07-10,13884.89,212.41,195.0,54.89,221.01,222.26,148.21,275.4,46.97,107.68,478.27,79.06,33.183,63.57,95.37,263.97,59.0,154.17,31.841,105.49,139.62,121.56,85.46,115.37,345.86,78.8,79.33,238.73,100.2,539.36,306.2,52.26,178.7,378.32,242.07,152.04,258.11,23.82,288.19,56.18,69.77,39.21,790.65,464.31,238.52,65.32,501.48,23.15,74.64,513.87,164.1,80.91,19.3,134.39,6.72,75.7,143.0,9.3,27.57,72.3,115.16,76.94,1,68.76,39.12,172.12,73.85,6.371,228.15,309.87,235.33,117.32,476.14,299.51,355.88,9.96,128.68,575.29,479.53,94.86,37.54,158.8
