Date,SPTR Index,AAPL,ABBV,ADM,AMT,AMZN,APO,AVGO,BAC,BAH,BRK/B,CBT,CMCSA,COLM,COP,CRM,CRSP,CVX,DD,DEO,DHI,DIS,DXCM,ELF,ELV,EW,FIDU,FDX,FTNT,GEV,GLD,GLW,GOOG,HCA,HEI/A,HES,HII,INTC,JPM,KBH,KO,LKQ,LLY,LMT,LULU,LYB,MSFT,NCLH,NEE,NOC,NVDA,OKE,PENN,PSX,PTON,PYPL,RDDT,RUM,SEDG,SHEL,SHOP,SMIN,SNVXX,XYZ,SQM,STZ,SWK,TLRY,TMUS,TSLA,TTWO,TWLO,ULTA,UNH,V,VALE,VFH,VOO,VRTX,WMT,WTRG,ZTS
2025-03-21,12480.594,218.27,210.01,46.1,216.23,196.21,143.41,191.66,42.47,104.14,521.91,82.21,34.429,76.57,101.92,280.62,41.22,164.75,31.44,107.04,128.84,99.46,73.8,62.85,427.19,70.46,69.03,230.33,98.65,333.87,278.49,48.53,166.25,328.79,207.28,156.58,201.47,24.26,241.63,59.75,68.67,40.4,837.57,439.7,322.62,71.55,391.26,20.4,70.88,490.72,117.7,99.34,17.37,125.49,6.96,70.19,115.7,7.74,17.03,71.01,104.21,69.31,1,61.11,43.85,177.42,79.56,6.5,255.84,248.71,213.47,103.45,350.57,516.85,335.66,10.07,119.02,520.26,503.2,85.98,38.51,163.03
2025-03-24,12700.91,220.73,209.17,45.93,212.8,203.26,148.4,191.25,43.07,105.17,525.85,84.07,34.288,77.97,102.19,285.96,42.62,165.02,32.235,106.19,130.35,100.18,75.32,64.87,427.23,71.35,70.46,242.32,99.79,343.57,277.25,49.89,169.93,333.84,213.17,157.35,205.89,24.22,248.06,61.79,68.95,40.91,864.9,434.98,334.96,71.96,393.08,20.69,70.07,495.08,121.41,102.3,17.35,126.47,7.32,70.97,124.94,8.01,17.2,71.28,109.28,70.08,1,62.58,43.15,180.28,82.0,6.823,258.96,278.39,213.51,106.27,366.16,516.5,343.87,9.94,121.33,529.39,511.74,87.49,38.15,163.17
2025-03-25,12721.412,223.75,201.34,46.05,209.5,205.71,147.9,188.26,43.28,106.32,528.87,83.9,34.607,76.18,102.55,288.61,40.89,165.94,31.975,105.2,129.51,101.61,73.55,65.1,423.47,71.24,70.55,241.07,102.09,336.2,278.47,48.99,172.79,336.46,215.51,158.29,206.25,24.2,251.13,58.57,68.81,40.78,852.35,442.07,337.35,69.85,395.16,20.47,68.59,506.62,120.69,102.38,17.33,125.49,7.29,70.86,125.43,8.03,17.29,72.03,109.82,69.075,1,61.33,42.71,178.36,80.47,6.816,258.75,288.14,217.95,105.89,370.75,513.43,344.62,10.09,121.44,530.65,509.04,84.76,37.9,161.3
2025-03-26,12579.484,221.53,201.3,47.07,210.02,201.13,144.64,179.27,42.82,106.32,533.21,83.57,35.009,76.36,103.2,280.99,39.18,167.97,31.992,105.96,129.38,100.78,72.13,64.44,430.53,71.09,70.02,243.67,101.01,317.7,278.24,47.1,167.14,337.29,212.09,160.52,203.27,23.42,251.03,59.11,70.02,40.99,826.76,445.17,337.79,71.06,389.97,20.22,69.73,507.14,113.76,101.26,17.36,126.57,6.95,69.97,120.2,7.83,16.1,73.03,104.28,67.92,1,59.05,41.62,184.11,78.44,6.552,262.51,272.06,215.89,104.2,371.9,518.2,344.18,10.13,120.91,524.46,500.28,85.21,38.57,162.82
2025-03-27,12537.925,223.85,202.72,48.28,214.04,201.36,142.03,171.99,42.56,105.86,534.52,84.1,35.009,76.76,102.82,277.81,38.04,166.65,31.77,105.52,130.08,100.45,69.47,65.16,431.95,71.19,69.64,243.92,99.54,303.0,281.97,46.56,164.08,342.34,211.06,159.07,203.15,23.62,248.12,59.21,70.74,41.4,821.67,442.28,341.53,70.95,390.58,19.89,70.03,513.82,111.43,98.68,17.12,124.72,6.77,68.86,110.23,7.7,15.93,73.29,102.52,68.85,1,56.99,40.58,184.31,77.71,7.14,268.28,273.13,214.29,101.82,370.34,515.72,349.86,10.17,120.51,521.21,502.55,85.63,38.65,165.02
2025-03-28,12290.858,217.9,205.29,47.87,215.56,192.72,136.96,169.12,41.25,105.28,526.31,82.27,34.307,75.3,102.37,269.97,36.99,166.09,30.963,105.38,125.99,98.07,67.74,64.83,432.0,70.91,68.2,241.71,96.6,302.93,284.06,45.86,156.06,342.16,209.49,158.45,205.32,22.71,242.85,57.73,70.37,41.59,822.51,441.49,293.06,69.82,378.8,19.15,70.45,512.19,109.67,98.48,16.92,121.76,6.3,65.15,107.71,7.24,15.85,72.73,96.68,68.0,1,55.33,40.23,183.74,76.43,6.627,264.93,263.55,210.47,98.98,359.47,516.04,342.85,10.04,118.03,510.8,492.69,85.15,39.29,163.11
2025-03-31,12360.206,222.13,209.52,48.01,217.6,190.26,136.94,167.43,41.73,104.58,532.58,83.14,34.569,75.69,105.02,268.36,34.03,167.29,31.235,104.79,127.13,98.7,68.29,62.79,434.96,72.48,68.47,243.78,96.26,305.28,288.14,45.78,156.23,345.55,210.97,159.73,204.04,22.71,245.3,58.12,71.62,42.54,825.91,446.71,283.06,70.4,375.39,18.96,70.89,512.01,108.38,99.22,16.31,123.48,6.32,65.25,104.9,7.07,16.18,73.28,95.48,68.09,1,54.33,39.73,183.52,76.88,6.575,266.71,259.16,207.25,97.91,366.54,523.75,350.46,9.98,119.47,513.91,484.82,87.79,39.53,164.65
2025-04-01,12407.255,223.19,206.27,48.21,219.44,192.17,138.37,168.52,41.49,107.36,532.99,84.0,34.4,76.83,105.39,270.2,33.14,168.51,31.319,104.51,127.41,97.68,67.32,64.25,432.68,71.87,68.97,241.98,96.67,315.64,287.57,45.54,158.88,345.73,212.46,161.29,202.2,22.05,243.66,58.37,71.87,42.97,805.23,448.64,279.63,70.04,382.19,19.06,70.92,513.1,110.15,99.5,16.14,124.35,6.22,66.1,110.05,7.7,16.685,73.05,97.64,68.29,1,55.41,40.05,184.81,76.14,6.542,268.54,268.46,210.13,98.17,373.91,523.12,346.35,10.1,119.37,515.8,484.74,88.83,39.55,161.91
2025-04-02,12491.096,223.89,205.19,47.97,217.9,196.01,141.52,172.09,41.85,112.83,537.72,84.35,34.297,77.36,106.1,271.54,34.19,166.47,31.473,106.48,127.97,97.88,68.14,67.89,429.33,72.05,69.73,245.17,98.08,330.8,288.16,46.54,158.86,347.03,212.7,160.02,204.93,21.98,245.82,58.93,71.33,43.38,818.22,452.87,282.75,70.65,382.14,19.5,70.48,512.18,110.42,100.37,17.17,124.06,6.31,67.15,109.5,8.06,16.83,72.72,100.65,69.21,1,57.86,39.77,182.73,76.98,6.514,264.56,282.76,211.1,100.36,382.51,523.2,346.33,10.09,120.56,518.91,483.49,89.76,39.39,163.5
2025-04-03,11887.153,203.19,201.64,47.57,228.19,178.41,123.45,154.01,37.22,111.74,530.16,79.84,33.464,67.19,95.25,255.23,32.66,156.12,28.349,108.01,122.31,88.84,61.8,55.02,452.69,72.98,65.9,215.86,89.44,297.66,286.42,42.29,152.63,349.14,203.85,148.38,199.22,22.43,228.69,55.61,73.18,42.18,789.09,454.78,255.65,63.11,373.11,16.31,72.14,515.17,101.8,92.7,15.45,107.18,5.4,61.71,96.9,7.69,15.425,69.77,82.29,68.63,1,53.97,39.41,181.49,64.66,6.179,267.89,267.28,208.93,89.53,367.76,540.44,339.39,9.73,113.85,494.16,484.01,87.26,40.64,159.61
2025-04-04,11178.475,188.38,186.96,43.32,220.17,171.0,108.68,146.29,34.39,109.2,493.54,78.27,31.271,68.84,86.29,240.76,32.65,143.28,24.735,103.97,127.87,83.53,59.83,54.93,428.89,69.36,61.96,210.12,84.71,271.48,279.72,39.07,147.74,331.65,190.57,133.56,184.95,19.85,210.28,57.54,69.93,41.29,738.21,432.15,263.7,57.98,359.84,15.69,66.91,485.52,94.31,80.86,14.29,98.81,5.03,58.37,86.91,7.56,14.71,64.13,76.89,64.64,1,50.26,36.66,173.86,62.88,5.922,248.11,239.43,194.58,83.58,359.36,525.05,313.13,9.08,105.71,465.52,474.62,83.19,39.56,151.73
2025-04-07,11152.56,181.46,186.55,42.98,213.39,175.26,112.36,154.14,35.58,107.37,490.38,76.41,31.356,65.55,85.67,244.21,32.38,140.15,24.166,101.78,120.81,83.3,61.63,53.88,423.14,69.0,61.6,205.23,88.0,286.07,273.71,39.61,149.24,329.63,186.15,130.59,183.31,19.57,214.44,54.65,68.37,39.51,723.73,430.82,265.0,56.6,357.86,15.5,65.06,481.57,97.64,80.91,14.06,96.59,5.15,58.53,93.0,7.62,13.35,62.32,78.82,65.1,1,50.47,34.73,172.59,59.27,5.793,246.67,233.29,197.53,83.71,342.93,524.7,312.32,8.83,105.35,463.56,474.56,83.83,38.32,149.1
2025-04-08,10977.501,172.42,175.67,41.79,204.66,170.66,110.41,156.03,35.03,106.69,492.64,74.8,30.766,60.97,82.66,243.99,31.27,136.93,23.058,101.7,115.1,81.72,60.69,51.0,430.9,67.07,60.99,198.07,88.15,286.89,275.2,39.18,146.58,332.18,190.49,127.51,187.54,18.13,216.87,51.98,68.42,38.54,726.24,443.36,247.61,53.23,354.56,15.54,64.11,491.97,96.3,78.71,13.75,92.87,5.0,57.41,88.89,6.94,12.385,59.75,77.09,65.02,1,49.08,31.61,170.96,55.86,4.563,246.3,221.86,196.25,81.34,328.01,553.08,308.27,8.26,104.87,456.74,472.37,81.79,37.62,144.41
2025-04-09,12022.214,198.85,179.84,44.38,207.48,191.1,128.45,185.15,37.15,108.07,521.41,80.89,32.958,68.35,91.51,265.17,34.89,146.03,25.911,107.57,121.16,91.44,66.84,55.74,435.68,69.9,66.64,217.94,99.93,326.81,285.38,43.26,161.06,338.53,203.01,137.97,200.08,21.53,234.34,54.04,69.95,41.61,753.71,462.24,273.84,59.83,390.49,18.39,67.58,512.3,114.33,84.86,16.28,103.13,5.87,63.95,110.86,8.155,14.35,63.89,91.4,67.63,1,55.99,35.5,183.4,64.22,5.301,254.9,272.2,208.13,91.98,363.19,578.5,332.43,8.86,113.09,499.1,482.3,89.6,37.76,153.55
2025-04-10,11608.215,190.42,174.2,44.48,208.32,181.22,123.93,172.3,35.85,108.81,515.81,77.35,31.553,65.65,83.29,255.12,34.26,134.98,24.116,107.04,117.87,85.23,67.3,53.79,436.37,68.26,64.82,206.4,96.32,309.95,292.35,41.69,155.37,334.99,199.58,127.16,200.89,19.88,227.11,51.4,70.76,41.11,720.91,463.7,256.62,54.34,381.35,16.69,66.72,516.09,107.57,81.24,14.69,96.99,5.5,60.56,102.01,7.54,11.58,59.78,84.63,66.65,1,52.91,33.32,184.75,58.68,5.054,256.12,252.4,204.41,85.73,354.95,594.4,324.61,8.9,109.46,482.06,475.49,90.61,38.35,147.0
2025-04-11,11818.527,198.15,175.05,45.84,213.22,184.87,125.92,181.94,35.95,108.78,524.11,79.47,31.59,65.62,86.39,255.0,39.3,135.63,24.631,109.53,119.78,84.89,66.14,53.61,439.81,69.4,65.76,207.77,97.73,321.43,297.93,41.26,159.4,333.37,199.63,128.5,215.74,19.74,236.2,50.9,71.43,42.01,732.41,474.9,261.03,56.89,388.45,16.32,65.81,533.99,110.93,82.56,14.33,97.38,5.58,62.59,101.15,7.58,12.76,62.09,83.71,67.38,1,53.94,34.82,185.63,59.01,4.874,258.67,252.31,212.07,86.86,361.46,599.47,333.4,9.22,111.22,490.55,484.22,92.8,39.37,149.44
2025-04-14,11912.446,202.52,179.1,46.43,217.79,182.12,125.52,178.36,36.67,112.03,529.52,79.11,31.993,67.55,86.45,254.55,38.81,135.32,25.501,110.6,121.02,84.66,67.39,53.46,441.17,69.87,66.45,210.45,96.85,322.3,296.23,41.61,161.47,340.62,203.39,127.91,219.95,20.31,234.72,51.02,72.45,42.14,754.35,475.34,259.76,57.45,387.81,16.3,67.69,535.82,110.71,83.38,14.29,97.82,5.7,62.27,98.26,7.41,13.92,62.54,82.77,67.99,1,54.66,35.79,187.27,60.1,4.868,262.64,252.35,212.95,86.42,366.25,587.06,335.18,9.27,112.53,495.48,495.83,94.73,40.16,150.83
2025-04-15,11892.994,202.14,176.8,46.07,218.01,179.59,127.84,178.95,37.99,110.29,528.17,78.41,32.227,65.97,85.72,254.93,38.95,134.54,25.287,107.57,119.81,85.01,69.23,52.17,437.77,70.76,66.21,207.35,99.2,328.56,297.78,41.78,158.68,335.55,200.84,127.21,217.98,19.85,233.13,51.04,71.86,41.63,757.18,469.58,255.64,56.7,385.73,16.31,67.66,529.36,112.2,84.16,14.27,96.21,5.73,62.0,96.46,7.18,12.685,62.78,83.91,68.24,1,55.08,34.87,183.86,58.86,4.728,266.71,254.11,214.6,88.31,358.09,583.59,335.81,9.13,112.89,494.09,500.49,93.97,39.91,149.22
2025-04-16,11626.79,194.27,171.68,46.13,218.0,174.33,125.21,174.61,37.33,111.29,516.45,78.32,31.431,64.91,86.36,249.84,37.78,135.36,24.781,108.2,117.54,82.77,68.73,49.95,435.04,71.2,65.24,203.56,96.07,328.16,307.47,41.28,155.5,331.0,198.58,127.95,215.6,19.23,229.61,50.15,71.68,41.38,734.9,477.08,249.37,55.94,371.61,16.09,65.64,537.51,104.49,84.8,14.27,96.57,5.62,60.24,95.38,7.08,12.49,64.03,83.96,68.28,1,53.75,34.58,183.03,56.81,4.758,259.64,241.55,211.4,85.77,349.59,585.04,331.33,9.0,111.13,483.23,485.89,91.19,40.05,146.76
2025-04-17,11642.397,196.98,172.99,47.82,222.66,172.61,126.78,170.99,37.41,113.68,518.21,78.33,31.862,65.52,88.98,247.26,37.77,137.87,25.154,109.58,121.25,84.81,68.57,52.65,424.53,71.53,65.7,207.55,96.13,323.55,306.12,41.52,153.36,335.01,196.38,130.64,219.48,18.93,231.96,51.67,73.0,42.03,839.96,464.08,251.08,56.77,367.78,16.38,66.31,540.39,101.49,86.23,14.34,99.1,5.39,61.0,96.16,7.165,12.64,65.04,83.65,69.72,1,53.9,34.92,186.63,57.21,4.5,262.04,241.37,212.77,84.97,357.75,454.11,329.61,9.11,111.6,483.9,489.1,93.22,40.53,148.67
2025-04-18,11642.397,196.98,172.99,47.82,222.66,172.61,126.78,170.99,37.41,113.68,518.21,78.33,31.862,65.52,88.98,247.26,37.77,137.87,25.154,109.58,121.25,84.81,68.57,52.65,424.53,71.53,65.7,207.55,96.13,323.55,306.12,41.52,153.36,335.01,196.38,130.64,219.48,18.93,231.96,51.67,73.0,42.03,839.96,464.08,251.08,56.77,367.78,16.38,66.31,540.39,101.49,86.23,14.34,99.1,5.39,61.0,96.16,7.165,12.64,65.04,83.65,69.72,1,53.9,34.92,186.63,57.21,4.5,262.04,241.37,212.77,84.97,357.75,454.11,329.61,9.11,111.6,483.9,489.1,93.22,40.53,148.67
2025-04-21,11368.985,193.16,170.16,48.09,217.99,167.32,119.63,166.21,36.92,111.95,506.92,77.15,31.478,63.08,87.55,236.26,37.82,133.73,25.141,109.7,120.76,84.0,66.11,53.47,406.69,69.2,64.04,205.12,92.72,313.08,315.59,40.7,149.86,317.61,190.91,126.32,217.86,18.84,228.99,51.07,72.77,41.21,818.02,458.33,253.91,56.3,359.12,16.05,64.68,531.33,96.91,81.82,13.83,97.01,5.32,60.285,94.15,7.14,12.1,64.65,81.64,70.61,1,52.39,34.28,187.26,56.37,4.476,253.48,227.5,205.16,81.56,365.67,425.33,320.1,9.12,109.17,472.37,477.52,92.41,40.18,146.85
2025-04-22,11654.828,199.74,173.78,48.54,220.97,173.18,123.71,169.58,38.32,115.13,520.79,79.26,32.04,64.34,89.76,243.39,39.23,137.3,25.865,112.37,124.96,86.09,66.33,55.33,415.9,70.6,65.3,206.57,94.37,326.07,311.11,41.75,153.9,324.62,193.82,130.38,217.22,19.51,235.59,53.66,73.9,42.26,827.54,462.08,261.71,58.14,366.82,16.61,66.64,464.08,98.89,84.05,14.99,100.9,5.75,61.42,101.66,7.56,13.05,65.17,85.71,71.4,1,54.33,35.3,187.0,58.38,4.579,258.3,237.97,209.97,83.87,378.67,427.18,331.4,9.44,112.83,484.29,490.47,94.85,41.19,149.99
2025-04-23,11849.25,204.6,177.05,48.12,212.6,180.6,126.55,176.91,38.75,116.42,526.81,78.4,32.293,65.27,89.93,250.48,38.54,136.68,26.375,110.95,124.79,87.29,66.86,56.84,426.87,70.46,66.18,211.04,97.0,336.09,303.65,42.97,157.72,335.98,195.03,130.03,217.93,20.59,240.88,53.47,73.3,42.13,829.42,463.55,265.85,57.78,374.39,17.0,67.27,472.65,102.71,84.66,15.2,102.78,5.98,62.46,107.17,7.93,11.92,64.51,90.96,70.44,1,55.66,34.93,187.28,59.14,4.403,259.35,250.74,213.3,87.13,377.74,427.96,334.37,9.55,114.22,492.07,492.42,94.96,40.92,150.91
2025-04-24,12089.305,208.37,180.37,48.78,210.91,186.54,133.32,188.15,39.58,119.33,531.64,79.51,31.093,65.96,91.8,264.7,39.11,139.07,27.625,111.63,126.04,90.01,70.78,60.66,428.79,75.13,67.77,215.69,100.72,360.49,308.07,43.88,161.47,341.41,198.86,132.38,221.9,21.49,244.64,54.27,72.52,37.26,859.73,466.81,270.64,59.25,387.3,17.15,66.35,463.07,106.43,86.28,15.15,104.69,6.28,64.77,112.25,8.24,11.715,65.05,95.12,71.61,1,57.5,35.84,187.5,61.92,4.923,262.18,259.51,222.69,93.53,385.93,424.25,335.71,9.75,115.7,502.41,492.47,95.84,40.37,152.3
2025-04-25,12178.492,209.28,186.06,48.25,210.82,188.99,133.4,192.31,39.69,119.59,530.96,79.2,31.759,64.66,91.72,267.85,38.27,138.73,27.475,110.57,124.56,90.28,71.66,61.15,421.68,76.04,67.76,211.56,101.8,372.42,304.73,44.18,163.85,327.92,198.55,132.34,226.05,20.05,243.55,53.7,71.91,37.41,884.54,477.64,267.9,59.44,391.85,17.23,66.09,473.2,111.01,86.31,16.15,103.97,6.29,65.34,118.1,8.08,12.56,65.86,97.12,69.91,1,58.09,35.8,185.35,61.58,4.871,232.77,284.95,225.38,95.07,383.67,418.64,335.17,9.5,115.19,506.11,493.84,95.09,40.12,153.47
2025-04-28,12186.517,210.14,192.34,48.05,211.3,187.7,136.36,192.47,39.78,118.81,530.94,78.97,31.637,64.0,92.93,265.64,37.88,140.1,27.466,111.2,125.17,90.16,71.18,61.98,413.82,75.54,67.91,211.5,102.64,370.06,309.07,44.1,162.42,332.02,197.85,133.84,228.35,20.51,243.22,53.92,71.79,37.21,877.29,476.29,268.52,58.72,391.16,17.44,66.19,483.31,108.73,87.87,15.82,105.78,6.6,64.93,121.21,8.11,12.69,66.02,98.57,70.24,1,58.32,34.72,185.75,61.28,4.769,236.77,285.88,225.55,95.68,386.44,420.0,337.51,9.6,115.61,506.42,496.49,95.22,40.28,153.57
2025-04-29,12257.272,211.21,193.51,47.78,221.33,187.39,137.55,191.17,39.99,119.3,534.57,78.72,31.796,62.74,91.88,267.76,37.4,139.3,27.542,110.9,124.75,91.17,71.3,62.17,413.65,76.28,68.31,209.85,104.21,371.19,306.06,44.46,162.06,340.58,198.94,132.54,230.37,20.34,244.62,53.25,72.35,37.65,885.2,475.88,271.27,58.83,394.04,17.38,67.25,482.1,109.02,87.86,15.71,106.0,6.93,66.32,122.14,7.87,12.84,65.51,98.92,70.68,1,59.56,34.96,186.28,61.26,4.898,241.59,292.03,230.71,96.48,390.25,409.23,341.52,9.6,116.75,509.49,503.5,96.04,40.77,155.43
2025-04-30,12276.393,212.5,195.1,47.75,225.41,184.42,136.48,192.47,39.88,120.02,533.25,78.54,32.04,62.17,89.12,268.71,38.67,136.06,27.6,112.02,126.34,90.95,71.38,61.87,420.58,75.49,68.73,210.33,103.76,370.82,303.77,44.38,160.89,345.08,200.93,129.05,230.34,20.1,244.62,54.03,72.55,38.21,898.95,477.75,270.77,58.21,395.26,16.03,66.88,486.5,108.92,82.16,15.22,104.06,6.89,65.84,116.57,7.72,12.235,64.48,95.0,69.53,1,58.47,34.2,187.54,60.02,4.851,246.95,282.16,233.32,96.71,395.64,411.44,345.5,9.31,116.71,509.74,509.5,97.25,41.13,156.4
2025-05-01,12353.874,213.32,193.34,47.58,224.03,190.2,137.89,197.33,40.17,119.53,530.23,77.22,31.684,62.27,90.65,269.33,37.73,136.26,27.625,111.31,125.55,90.81,70.26,62.25,408.31,75.18,69.25,210.06,104.21,382.29,297.46,44.78,162.79,343.04,205.38,129.79,227.48,19.98,246.89,53.74,71.29,38.13,794.1,477.72,268.6,58.31,425.4,16.26,66.05,486.67,111.61,80.93,15.54,103.46,6.85,65.41,118.79,7.78,12.54,64.8,97.01,69.91,1,58.48,33.96,185.44,58.94,4.855,247.0,280.52,235.17,97.88,392.93,400.68,342.45,9.24,116.77,513.35,498.86,97.41,40.71,155.65
2025-05-02,12536.2,205.35,198.47,47.85,223.6,189.98,135.37,203.64,41.07,119.81,539.8,77.99,32.283,59.63,91.41,275.08,38.25,138.5,28.127,113.28,127.31,92.49,81.62,68.05,409.98,75.65,70.59,219.72,106.18,396.32,297.98,45.76,165.81,347.97,209.45,132.31,230.02,20.62,252.51,54.93,71.65,39.34,823.62,472.8,277.36,58.38,435.28,17.37,67.09,491.42,114.5,82.78,15.97,107.15,6.82,67.24,113.83,8.06,13.1,66.64,99.25,70.54,1,46.53,34.01,186.97,61.39,4.551,248.88,287.21,219.5,100.11,395.81,399.92,347.6,9.37,119.25,520.71,501.15,98.75,40.71,157.44
2025-05-05,12456.835,198.89,196.07,47.5,223.87,186.35,133.98,200.72,41.12,119.17,512.15,77.5,32.274,62.14,87.61,272.63,37.62,135.5,27.316,113.12,125.67,92.11,80.27,67.79,416.3,75.11,70.57,216.99,108.69,401.1,306.88,45.41,166.05,349.38,211.43,128.8,233.18,20.27,252.56,54.7,71.7,39.46,821.46,471.56,278.55,56.21,436.17,17.37,66.1,493.33,113.82,80.15,15.83,106.9,6.89,68.54,116.33,7.78,12.92,65.12,98.38,71.05,1,46.64,33.86,187.44,60.08,4.394,248.3,280.26,225.32,103.05,394.29,404.81,348.64,9.31,118.7,517.99,500.19,99.33,40.9,158.06
2025-05-06,12361.157,198.51,187.15,48.32,223.81,185.01,129.31,200.09,40.84,123.35,512.33,72.47,32.311,63.21,87.63,273.36,33.16,135.6,27.203,114.67,121.88,92.17,81.53,67.69,413.98,74.92,69.98,213.41,107.14,401.23,315.48,44.76,165.2,356.7,210.06,128.87,232.9,19.94,249.25,52.94,71.72,39.39,775.12,468.21,270.8,55.89,433.31,17.27,66.54,487.48,113.54,79.29,15.52,105.39,6.99,68.05,109.99,7.62,14.37,65.1,93.83,69.53,1,47.29,33.85,187.07,58.98,4.21,253.8,275.35,231.84,100.88,387.14,394.51,347.7,9.31,118.02,513.58,450.03,98.55,41.39,149.87
2025-05-07,12414.985,196.25,188.09,47.88,219.49,188.71,129.34,204.81,40.93,123.19,518.22,73.0,32.218,64.65,87.71,278.23,34.25,135.79,27.002,115.75,122.77,102.09,83.35,66.56,417.43,75.04,70.28,215.56,106.72,406.81,310.75,44.85,152.8,360.98,212.55,129.09,230.21,20.31,249.39,53.71,72.4,39.4,776.72,471.32,275.69,55.61,433.35,17.31,67.36,486.04,117.06,80.25,15.71,105.55,6.98,68.69,105.53,7.6,14.77,65.05,94.5,69.04,1,47.95,33.57,189.79,58.93,4.323,251.26,276.22,226.34,103.56,392.66,391.06,349.85,9.22,118.69,515.9,434.82,98.83,41.0,155.99
2025-05-08,12486.998,197.49,185.58,47.7,217.88,192.08,133.19,207.77,41.6,123.63,513.25,74.31,32.058,67.24,88.82,279.74,36.14,137.04,27.709,115.4,123.84,105.12,85.34,67.9,412.38,74.63,71.32,219.21,97.74,394.0,304.63,45.05,155.75,353.92,212.07,130.88,232.95,21.0,253.47,54.36,71.17,40.03,751.45,474.53,282.43,57.22,438.17,17.88,68.32,484.37,117.37,82.25,15.29,109.19,6.51,70.48,107.83,7.78,18.29,65.08,94.0,67.05,1,50.11,34.27,191.39,61.85,4.423,247.49,284.82,225.45,105.23,388.24,385.55,351.27,9.3,119.99,519.34,429.6,97.43,40.6,161.69
2025-05-09,12480.313,198.53,184.6,48.53,219.97,193.06,132.46,208.2,41.79,123.79,513.74,73.97,32.087,66.08,88.59,275.42,35.62,138.49,27.927,115.39,122.03,105.94,84.67,66.84,404.58,73.68,71.39,217.83,97.42,399.26,306.84,45.08,154.38,353.7,209.3,132.37,231.63,21.42,253.08,53.96,70.52,40.1,734.57,473.52,279.77,56.93,438.73,17.7,70.31,482.62,116.65,82.3,15.64,110.92,6.16,70.26,108.46,9.3,19.84,66.15,91.77,68.74,1,50.36,34.86,190.07,62.67,4.278,243.81,298.26,226.55,105.69,392.17,380.64,352.54,9.36,119.94,518.65,424.99,96.72,40.76,159.27
2025-05-12,12888.129,210.79,190.07,49.9,207.92,208.64,143.45,221.58,43.36,124.67,514.3,76.11,32.527,69.59,92.27,288.82,37.59,141.62,29.809,114.87,126.14,110.49,85.05,74.07,416.69,74.8,73.71,232.95,102.04,416.63,298.19,46.97,159.58,363.28,212.77,135.21,229.74,22.18,260.05,56.13,69.53,42.0,755.57,473.16,304.2,60.68,449.26,19.15,69.69,479.16,123.0,85.04,15.97,118.68,6.64,72.31,111.21,9.96,19.16,66.38,104.34,71.4,1,55.02,36.03,189.9,72.53,4.593,240.32,318.38,226.25,111.19,412.38,378.75,355.85,9.6,122.76,535.92,439.37,96.75,39.12,161.92
2025-05-13,12981.89,212.93,188.0,50.69,203.96,211.37,145.07,232.42,44.28,123.72,511.88,76.38,32.592,68.63,94.17,289.17,37.22,142.35,29.533,112.27,126.36,111.38,84.11,78.21,375.4,75.5,74.19,231.15,105.05,433.33,299.46,47.62,160.89,368.1,212.7,135.7,225.73,22.56,263.01,56.0,68.96,42.08,746.06,459.83,310.61,60.34,449.14,19.34,72.11,470.67,129.93,86.51,16.16,125.57,6.81,72.29,112.84,10.56,18.15,67.61,107.68,72.28,1,58.17,35.88,187.67,73.82,4.504,237.34,334.07,226.16,114.54,412.23,311.38,356.14,9.88,123.44,539.44,432.0,95.88,37.42,160.41
2025-05-14,12995.784,212.33,177.44,49.41,204.5,210.25,144.24,232.12,44.74,123.45,503.4,75.31,32.377,67.05,92.57,290.74,35.6,141.67,28.537,112.74,122.07,112.94,86.52,77.15,374.29,76.75,73.9,231.8,103.23,432.84,293.16,47.01,166.81,367.5,213.37,134.79,223.11,21.52,265.64,53.91,69.16,42.02,715.56,449.18,315.84,59.17,452.94,19.44,72.19,456.3,135.34,86.61,16.18,124.7,6.62,72.68,125.32,10.35,17.93,67.09,111.45,72.18,1,58.5,35.85,186.76,71.86,4.414,235.29,347.68,229.5,114.29,411.38,308.01,356.46,9.79,123.18,540.11,421.16,96.83,36.96,154.92
2025-05-15,13052.719,211.45,181.68,48.86,211.68,205.17,143.99,232.64,44.38,127.67,507.33,75.39,33.098,67.22,92.96,290.76,36.31,142.26,28.516,114.79,123.39,112.22,85.67,78.18,390.0,76.88,74.69,231.11,102.56,426.97,297.84,47.6,165.4,385.5,217.95,135.07,228.16,21.55,267.49,54.39,71.61,42.12,733.29,465.14,318.96,58.42,453.13,19.09,74.55,469.05,134.83,86.03,15.81,124.77,6.33,71.57,113.59,10.32,20.84,67.39,110.21,73.27,1,57.01,35.08,190.65,70.7,4.4,240.16,342.82,232.34,114.23,411.74,274.35,362.3,9.81,123.87,542.76,434.38,96.35,38.16,160.35
